Hora,MTCNN,haarcascade_frontalcatface_extended.xml,haarcascade_frontalface_alt2.xml,haarcascade_fullbody.xml,haarcascade_upperbody.xml,haarcascade_profileface.xml,HS.xml,
22,2,0,1,1,1,1,6,
